firm_id,firm_name,razon_social,firm_type,registry_rubros,products_text,classification,code,code_label,in_opex,opex_line,opex_line_name,attribution_type,confidence,evidence,source_url
2716,CONECTAR,GEA Y CASTRO S R L,goods,Maquinaria agrícola y partes; Metales y sus manufacturas,"CODOS Y ADAPTADORES PARA CIRCUITOS HIDRÁULICOS; TES, BULONES, BUJES Y TERMINALES REUTILIZABLES PARA CIRCUITOS HIDRÁULICOS",HS4,7318,,yes,311AZ,Resto arrabio/fundición/hierro/acero,resto,high,keyword 'BULONES' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2716
4573,CONGRESS RENTAL,PUNTO CBA S.A.,service,"Idiomas y Traducciones; Producciones Audiovisuales; Servicios Recreativos, Culturales y Deportivos","MEDIOS AUDIOVISUALES, PRODUCCIÓN DE CONTENIDOS DIGITALES, MAPPING 3D, RENDERIZADO; INTERPRETACIÓN SIMULTÁNEA LOCAL Y REMOTA; EVENTOS VIRTUALES, ESTUDIO ESCENOGRÁFICO, STREAMING MASIVO",EBOPS,SJ.221,Translation and interpretation,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Translation and interpretation),https://www.exportadoresdecordoba.com/single.php?search=4573
4285,CONSULAR,CONSULAR CONSULTORES ARGENTINOS ASOCIADOS S A,service,"Arquitectura, Diseño e Ingeniería; Obras Civiles y Desarrollo Inmobiliario; Servicios Profesionales",INGENIERÍA DE CAMINOS Y CARRETERAS; INGENIERÍA FERROVIARIA; SERVICIOS TOPOGRÁFICOS CON TECNOLOGÍA LIDAR; INGENIERÍA HIDRÁULICA; INGENIERÍA SANITARIA,EBOPS,SJ.234,Architectural and engineering,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Architectural and engineering),https://www.exportadoresdecordoba.com/single.php?search=4285
4884,CONSULTORA GESTAL,GESTAL S.A.S.,service,"I+D, Consultores; Internacionalización de Educación",CONSULTORÍA EN RECLUTAMIENTO IT; CAPACITACIÓN Y DESARROLLO; OUTSOURCING; EMPLOYEE EXPERIENCE,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4884
3722,CONSULTORA SALADINO,SALADINO JAVIER,service,"I+D, Consultores",SERVICIO DE CONSULTORÍA EN RELACIONES HUMANAS,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=3722
3731,CONSULTORES EN COMUNICACIÓN,CONSULTORES EN COMUNICACION SRL,service,Marketing y Publicidad Digital,COMUNICACIÓN PUBLICITARIA,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=3731
3090,CONTROL GLOBAL,INTELE S. A.,mixed,Eléctrico y Electrónico; Máquinas y Aparatos; Software y Tecnología,VENDING CONTROL Y ACCESS CONTROL; UNIDAD DE MONITOREO; EQUIPO VENDING CONTROL Y ACCESS CONTROL,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3090
3314,CONTROLES AUTOMÁTICOS PARA LA INDUSTRIA,CANDIANI CARLOS LUIS,service,Diseño Industrial,DESARROLLO Y FABRICACIÓN DE EQUIPOS ELECTRÓNICOS DE CONTROL,EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=3314
2111,CONTROLNET,CONTROLNET S.A.,mixed,Eléctrico y Electrónico; Máquinas y Aparatos; Otros Servicios; Software y Tecnología,"DESARROLLO Y PRODUCCIÓN DE EQUIPOS ESPECÍFICOS,  PROGRAMACIÓN DE EQUIPOS EMBEBIDOS; DESARROLLO DE HERRAMIENTAS DE SOFTWARE; CONFECCIÓN DE DOCUMENTACIÓN TÉCNICA; VALIDADORES DE TARJETA PARA SISTEMAS DE PAGOS EN TRANSPORTE PÚBLICO DE PASAJERO; CONSOLAS DE CHOFER Y LECTOGRABADORAS PARA SISTEMAS DE PAGOS EN TRANSPORTE PÚBLICO DE PASAJEROS; EQUIPO SAETA",EBOPS,SJ.29,Other business services,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services),https://www.exportadoresdecordoba.com/single.php?search=2111
1396,COOP. AGRÍCOLA DE MONTE MAÍZ,COOP. AGRÍCOLA DE MONTE MAIZ LTDA.,goods,Alimentación animal; Cereales; Oleaginosas,TRIGO; MAÍZ; SOJA; PREMEZCLAS CONSUMO ANIMAL,HS4,1001,,yes,106A,Trigo,clean,high,keyword 'TRIGO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1396
1396,COOP. AGRÍCOLA DE MONTE MAÍZ,COOP. AGRÍCOLA DE MONTE MAIZ LTDA.,goods,Alimentación animal; Cereales; Oleaginosas,TRIGO; MAÍZ; SOJA; PREMEZCLAS CONSUMO ANIMAL,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'MAÍZ' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1396
1396,COOP. AGRÍCOLA DE MONTE MAÍZ,COOP. AGRÍCOLA DE MONTE MAIZ LTDA.,goods,Alimentación animal; Cereales; Oleaginosas,TRIGO; MAÍZ; SOJA; PREMEZCLAS CONSUMO ANIMAL,HS4,1201,,yes,107A,Soja,clean,high,keyword 'SOJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1396
3767,COOPERATIVA ALBORADA,COOPERATIVA AGROPECUARIA ALBORADA LIMITADA,goods,Animales; Oleaginosas; Pieles y cueros,CERDO; SOJA; LANA,HS4,1201,,yes,107A,Soja,clean,high,keyword 'SOJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3767
3767,COOPERATIVA ALBORADA,COOPERATIVA AGROPECUARIA ALBORADA LIMITADA,goods,Animales; Oleaginosas; Pieles y cueros,CERDO; SOJA; LANA,HS4,0203,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'CERDO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3767
3767,COOPERATIVA ALBORADA,COOPERATIVA AGROPECUARIA ALBORADA LIMITADA,goods,Animales; Oleaginosas; Pieles y cueros,CERDO; SOJA; LANA,HS4,5101,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'LANA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3767
1881,COPSI,COMPAÑIA PAPELERA SINSACATE S R L,goods,Papel / Cartón / Editoriales,CARTÓN Y PAPEL EN BOBINAS O EN HOJAS,HS4,4823,,yes,306A,"Papel, cartón y sus manufacturas",broad-chapter,high,keyword 'cartón' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1881
3892,CÓRDOBA FOODONLINE,DIGON RUBEN ADELQUI,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; TRIGO CANDEAL; MAÍZ; SOJA,HS4,1001,,yes,106A,Trigo,clean,high,keyword 'trigo' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3892
3892,CÓRDOBA FOODONLINE,DIGON RUBEN ADELQUI,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; TRIGO CANDEAL; MAÍZ; SOJA,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'maíz' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3892
3892,CÓRDOBA FOODONLINE,DIGON RUBEN ADELQUI,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; TRIGO CANDEAL; MAÍZ; SOJA,HS4,1201,,yes,107A,Soja,clean,high,keyword 'soja' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3892
3892,CÓRDOBA FOODONLINE,DIGON RUBEN ADELQUI,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; TRIGO CANDEAL; MAÍZ; SOJA,HS4,0713,,yes,104C,Legumbres,clean,high,keyword 'garbanzo' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3892
4272,CORUJA,CORUJA AUSTRAL S.A.S.,goods,Indumentaria Casual; Textiles,TOP DE LANA DE OVEJA MERINO 18 MICRAS; HILADO DE LANA MERINO 18 MICRAS; HILADO DE LLAMA Y OVEJA CRUZA FINA; HILADO DE ALGODÓN ORGÁNICO CERTIFICADO,HS4,5106,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'hilados' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4272
4272,CORUJA,CORUJA AUSTRAL S.A.S.,goods,Indumentaria Casual; Textiles,TOP DE LANA DE OVEJA MERINO 18 MICRAS; HILADO DE LANA MERINO 18 MICRAS; HILADO DE LLAMA Y OVEJA CRUZA FINA; HILADO DE ALGODÓN ORGÁNICO CERTIFICADO,HS4,5101,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'LANA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4272
4465,CROCCANTO,CROCCANTO S.A.S.,goods,Alimentos Dietéticos; Panificados y pastas; Preparados Alimenticios,GRANOLA; PASTA DE GRANOLA; CHALITAS; PASTA DE MANÍ,HS4,2008,,yes,210Z,"Resto preparados de legumbres, hortalizas y frutas",resto,high,keyword 'PASTA DE MANÍ' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4465
4465,CROCCANTO,CROCCANTO S.A.S.,goods,Alimentos Dietéticos; Panificados y pastas; Preparados Alimenticios,GRANOLA; PASTA DE GRANOLA; CHALITAS; PASTA DE MANÍ,HS4,1904,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'granola' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4465
3936,CVA MEDIOS ARGENTINA,TEJEDA HUGO FERNANDO,service,Software y Tecnología,SAN1; CLIPNOW; SCRAPPER TRACK,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3936
3292,CZ INGENIERIA,CZ INGENIERIA S.A.,service,"Arquitectura, Diseño e Ingeniería; Diseño Industrial",PROYECTO DE INGENIERÍA; DISEÑO INDUSTRIAL,EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=3292
4669,DALMIRA FILMS,TOBAL CLARIA DALMIRA MARIA,service,Producciones Audiovisuales,"PRODUCCIONES LIVE ACTION, PRODUCCIONES DE ANIMACIÓN, FILMOGRAFÍA",EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=4669
4057,DAM SQUAD,DAM SQUAD S.A.S.,service,"I+D, Consultores; Marketing y Publicidad Digital",MARKETING DIGITAL; BPO GESTIÓN DE PROCESOS,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4057
3226,DANTE D. SERRA,DANTE SERRA S.R.L.,mixed,Maquinaria agrícola y partes; Reparación y Mantenimiento,REPARACIÓN DE MAQUINARIA AGRÍCOLA; ARO GIRATORIO,EBOPS,SB,Maintenance and repair,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Maintenance and repair),https://www.exportadoresdecordoba.com/single.php?search=3226
5433,DAS LUZ CALZADOS,CAÑAS CAMILO BALDOMERO,goods,Calzados y Componentes,BOTAS DE LLUVIA,HS4,6403,,no (confidential),39899,Manufacturas de origen industrial (confidencial),confidential,high,keyword 'calzado' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5433
4081,DASSA GUSTAVO SICILIANO - GRUPO DASSA,DESARROLLOS AGROINDUSTRIALES DEL SUR S.A.,goods,Alimentación animal; Cereales; Hortalizas / Legumbres / Hierbas,ARVEJA; GARBANZO; POROTO MUNG; POROTO ALUBIA; POROTO ROJO; LENTEJA; MAÍZ PISINGALLO; PELLET DE ALFALFA,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'MAÍZ PISINGALLO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4081
4081,DASSA GUSTAVO SICILIANO - GRUPO DASSA,DESARROLLOS AGROINDUSTRIALES DEL SUR S.A.,goods,Alimentación animal; Cereales; Hortalizas / Legumbres / Hierbas,ARVEJA; GARBANZO; POROTO MUNG; POROTO ALUBIA; POROTO ROJO; LENTEJA; MAÍZ PISINGALLO; PELLET DE ALFALFA,HS4,1214,,yes,107Z,Resto semillas y frutos oleaginosos,resto,high,keyword 'ALFALFA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4081
4081,DASSA GUSTAVO SICILIANO - GRUPO DASSA,DESARROLLOS AGROINDUSTRIALES DEL SUR S.A.,goods,Alimentación animal; Cereales; Hortalizas / Legumbres / Hierbas,ARVEJA; GARBANZO; POROTO MUNG; POROTO ALUBIA; POROTO ROJO; LENTEJA; MAÍZ PISINGALLO; PELLET DE ALFALFA,HS4,0713,,yes,104C,Legumbres,clean,high,keyword 'ARVEJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4081
4345,DELAMADRE PRODUCCIONES,SOSA MARIA HEBE,service,"Servicios Recreativos, Culturales y Deportivos",BANDA MUSICAL; BANDA MUSICAL TOCH,EBOPS,SK,"Personal, cultural, recreational",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Personal, cultural, recreational)",https://www.exportadoresdecordoba.com/single.php?search=4345
3076,DELBRE SRL,DELBRE S R L,mixed,Máquinas y Aparatos; Otros Servicios,SERVICIO DE FUNDICIÓN DE ALUMINIO; MÁQUINA COMBINADA; SIERRA SIN FIN,EBOPS,SJ.29,Other business services,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services),https://www.exportadoresdecordoba.com/single.php?search=3076
2028,DENWA TECHNOLOGY,GLOBAL THINK TECHNOLOGY SA,service,Software y Tecnología,APLICACIONES Y SOLUCIONES PARA LA RED EMERGENTE DE NUEVA GENERACIÓN,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=2028
4746,DESAFIANDO HORIZONTES,YARIOL S.A.S,service,"I+D, Consultores; Internacionalización de Educación",CURSOS DE COMUNICACIÓN Y LIDERAZGO; DESARROLLO DE CONTENIDOS PARA CURSOS EN E-LEARNING; COACHING EJECUTIVO Y ORGANIZACIONAL,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=4746
3324,DESCAR ARGENTINA SRL,DESCAR ARGENTINA S R L,service,"Arquitectura, Diseño e Ingeniería; Diseño Industrial; Software y Tecnología",DESARROLLO DE SOFTWARE; DISEÑO DE PRODUCTO; INGENIERÍA; APLICACIÓN DE ROBÓTICA; IMPLEMENTACIÓN DE SISTEMAS PLM,EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=3324
2504,DESOL,DESOL S A,service,"I+D, Consultores; Software y Tecnología",OMNICANALIDAD; RECURSOS HUMANOS; DESOL BOT,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=2504
2941,DESPEGUEE,TUPAC YUPANQUI VALENTIN PEDRO GUSTAVO,service,Marketing y Publicidad Digital,MARKETING Y BRANDING EN PROGRAMAS DE RADIO Y TV,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=2941
3729,DETONA CULTURA,LENARDON EZEQUIEL,service,Producciones Audiovisuales,PRODUCCIONES AUDIOVISUALES,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=3729
3966,DICK COSTANTINO S.A.,ELECTROMECANICA DICK COSTANTINO S.A.,service,"I+D, Consultores; Servicios Profesionales; Software y Tecnología",WEDO INDUSTRIAL IOT; INGENIERÍA; DISEÑO Y ASESORAMIENTO TÉCNICO PARA LA IMPLEMENTACIÓN DE ENERGÍAS ALTERNATIVAS; DESARROLLO DE SOLUCIONES EN IOT,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=3966
2793,DICSYS,DICSYS S.A.,service,Marketing y Publicidad Digital; Software y Tecnología,INTELIGENCIA DE NEGOCIOS; BUSINESS ANALYTICS; DESARROLLO DE SOFTWARE A MEDIDA,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=2793
4065,DIEGO BROGLIA Y ASOCIADOS,BROGLIA DIEGO MARTIN,service,"I+D, Consultores; Idiomas y Traducciones; Internacionalización de Educación; Servicios Profesionales","ASESORAMIENTO DE EMPRESAS; EDUCACIÓN A DISTANCIA; FORMACIÓN A DISTANCIA (CALIDAD, MEDIOAMBIENTE Y SEGURIDAD), EVALUACIÓN LEGAL (AMBIENTAL Y SEGURIDAD) A DISTANCIA; SISTEMA DE GESTIÓN LEGAL (AMBIENTAL Y SEGURIDAD), SISTEMA DE GESTIÓN DE NO CONFORMIDADES ON LINE",EBOPS,SJ.221,Translation and interpretation,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Translation and interpretation),https://www.exportadoresdecordoba.com/single.php?search=4065
5314,DIGITALMAKER,DM DIGITAL MAKER S.A.S.,service,"I+D, Consultores; Marketing y Publicidad Digital; Producciones Audiovisuales; Software y Tecnología",DESARROLLO WEB; MARKETING Y PUBLICIDAD DIGITAL; DESARROLLO DE APLICACIONES; INVESTIGACIÓN DE MERCADOS Y MARKETING ESTRATÉGICO; PRODUCCIÓN AUDIOVISUAL,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=5314
2577,DIMAX ALIMENTOS,DIMAX S.R.L.,goods,Alimentos Dietéticos; Harinas,HARINA ARROZ; PREMEZCLA PARA ÑOQUIS; ALMIDÓN DE MAÍZ; FÉCULA DE MANDIOCA; TALLARÍN; PREMEZCLA BASE MÚLTIPLE; BUDÍN; GALLETA DULCE; GALLETA SALADA; GALLETA SALADA SABORIZADA,HS4,1108,,yes,207Z,Resto productos de molinería,resto,high,keyword 'ALMIDÓN' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2577
2577,DIMAX ALIMENTOS,DIMAX S.R.L.,goods,Alimentos Dietéticos; Harinas,HARINA ARROZ; PREMEZCLA PARA ÑOQUIS; ALMIDÓN DE MAÍZ; FÉCULA DE MANDIOCA; TALLARÍN; PREMEZCLA BASE MÚLTIPLE; BUDÍN; GALLETA DULCE; GALLETA SALADA; GALLETA SALADA SABORIZADA,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'MAÍZ' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2577
2577,DIMAX ALIMENTOS,DIMAX S.R.L.,goods,Alimentos Dietéticos; Harinas,HARINA ARROZ; PREMEZCLA PARA ÑOQUIS; ALMIDÓN DE MAÍZ; FÉCULA DE MANDIOCA; TALLARÍN; PREMEZCLA BASE MÚLTIPLE; BUDÍN; GALLETA DULCE; GALLETA SALADA; GALLETA SALADA SABORIZADA,HS4,1006,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'ARROZ' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2577
2577,DIMAX ALIMENTOS,DIMAX S.R.L.,goods,Alimentos Dietéticos; Harinas,HARINA ARROZ; PREMEZCLA PARA ÑOQUIS; ALMIDÓN DE MAÍZ; FÉCULA DE MANDIOCA; TALLARÍN; PREMEZCLA BASE MÚLTIPLE; BUDÍN; GALLETA DULCE; GALLETA SALADA; GALLETA SALADA SABORIZADA,HS4,1902,,yes,207CB,Pastas alimenticias y productos de panadería,clean,high,keyword 'ÑOQUIS' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2577
2577,DIMAX ALIMENTOS,DIMAX S.R.L.,goods,Alimentos Dietéticos; Harinas,HARINA ARROZ; PREMEZCLA PARA ÑOQUIS; ALMIDÓN DE MAÍZ; FÉCULA DE MANDIOCA; TALLARÍN; PREMEZCLA BASE MÚLTIPLE; BUDÍN; GALLETA DULCE; GALLETA SALADA; GALLETA SALADA SABORIZADA,HS4,1905,,yes,207CB,Pastas alimenticias y productos de panadería,clean,high,keyword 'ALFAJOR' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2577
870,DIQUECITO WELLNESS CLINIC & RESORT,SANATORIO DIQUECITO S.A.,service,Servicios de Salud,TRATAMIENTO CON INTERNACIÓN PARA DESCENSO DE PESO; SUPERAR DEPENDENCIAS; HEALTHSPAN; NUTRIKIDS; DEJAR DE FUMAR; DESCANSO SALUDABLE; TRATAMIENTO DEL STRESS; SALUD EMOCIONAL; MEDICAL CARE; ADVANCED VITALITY,EBOPS,SK.22,Health services,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Health services),https://www.exportadoresdecordoba.com/single.php?search=870
5307,DISCOS DEL VIENTO,3 A 1 PRODUCCIONES S.A.S.,service,"Marketing y Publicidad Digital; Producciones Audiovisuales; Servicios Recreativos, Culturales y Deportivos",PRODUCCIÓN DISCOGRÁFICA Y MUSICAL; MARKETING Y DISTRIBUCIÓN DIGITAL; PRODUCCIÓN AUDIOVISUAL,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=5307
2158,DISEGNO SOFT SRL,DISEGNO SOFT S.R.L.,service,Diseño Industrial,SOLIDWORKS; CAMWORKS,EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=2158
3451,DLR SOFTWARE,D.L.R. S.A.,service,Software y Tecnología,DESARROLLO E IMPLEMENTACIÓN DE SOFTWARE,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3451
1724,DMA SOLUCIONES SRL,DMA SOLUCIONES S.R.L.,service,"Arquitectura, Diseño e Ingeniería; Diseño Industrial",INGENIERÍA MECÁNICA; DISEÑO DE DISPOSITIVOS PARA LA FABRICACIÓN,EBOPS,SJ.234,"Architectural, engineering, technical (industrial design)",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Architectural, engineering, technical (industrial design))",https://www.exportadoresdecordoba.com/single.php?search=1724
3593,DOINGLOBAL,XQ S.A.,service,Internacionalización de Educación,"DIRECCIÓN DE INCUBADORAS, ACELERADORAS Y CENTROS DE DESARROLLO EMPRENDEDOR; DIRECCIÓN DE PROYECTOS DE DESARROLLO EMPRENDEDOR; CONSULTOR EN INCUBACIÓN Y ACELERACIÓN; CONSULTOR EN PLANES Y MODELOS DE NEGOCIO; CONSULTOR EN LEAN STARTUP; PROFESOR EN EMPRENDIMIENTO E INNOVACIÓN; DESARROLLO DE COMPETENCIAS EMPRENDEDORAS EN NIÑOS Y JOVENES; CONSULTOR EN DESIGN THINKING; CÓMO HACER NEGOCIOS CON CHINA; EMPRENDEDOR GLOBAL",EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=3593
4953,DOMUS GROUP SA,DOMUS GROUP S A,service,"Arquitectura, Diseño e Ingeniería",ARQUITECTURA Y DISEÑO; DESARROLLO DE PROYECTOS,EBOPS,SJ.234,Architectural and engineering,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Architectural and engineering),https://www.exportadoresdecordoba.com/single.php?search=4953
1819,DON OLEO,DON OLEO S.A.,goods,Aceites; Residuos Alimenticios,ACEITE CRUDO DE SOJA DESGOMADO; EXPELLER DE SOJA,HS4,1201,,yes,107A,Soja,clean,high,keyword 'soja' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1819
1819,DON OLEO,DON OLEO S.A.,goods,Aceites; Residuos Alimenticios,ACEITE CRUDO DE SOJA DESGOMADO; EXPELLER DE SOJA,HS4,1507,,yes,208AA,Aceite de soja,clean,high,keyword 'ACEITE CRUDO DE SOJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1819
5277,DOVELPONTEM,DOVELPONTEM S.A.S..,service,Internacionalización de Educación,CURSO EN DYNAMO BIM INICIAL; WORKSHOP EN GESTIÓN DE ESTUDIOS DE ARQUITECTURA; WORKSHOP EN GESTIÓN DE COSTOS DE LA CONSTRUCCIÓN; DIPLOMATURA EN BIM MANAGEMENT; DIPLOMATURA EN GERENCIAMIENTO DE PROYECTOS; CURSO DE HERRAMIENTAS DE PRODUCTIVIDAD BIM,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=5277
5625,DTA LOGÍSTICA,RAVAGLINO DIEGO CARLOS MARIO,service,"I+D, Consultores; Software y Tecnología",ASESORAMIENTO EN REINGENIERÍA PROCESOS LOGÍSTICOS; SISTEMA DE FORECASTING Y OPTIMIZACIÓN DE INVENTARIO,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=5625
3152,EASYAGRO,EASYAGRO S.A.S,service,Agtech; Internacionalización de Educación; Servicios Ambientales,CURSO Y CAPACITACIÓN; MAPEO DE SUELO CON RASTRA; DETERMINACIÓN DE AMBIENTES A PARTIR DE IMÁGENES SATELITALES,EBOPS,SI.4,Computer services (agtech),n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Computer services (agtech)),https://www.exportadoresdecordoba.com/single.php?search=3152
3050,ECOLAB CRIANZA INTENSIVA DE ABEJAS REINAS Y SUB PRODUCTOS APICOLAS,IGLESIAS SERGIO WALTER,goods,Animales; Máquinas y Aparatos; Miel; Otros Productos Primarios,"ABEJAS REINAS (ITALIANAS); PAQUETES DE ABEJAS; MIEL NATURAL DE ABEJA; MIEL EN PANAL; POLEN EN GRANO; PROPOLEO; CERA ESTAMPADA; VENENO NATURAL DE ABEJAS, APITOXINA; INSUMOS APÍCOLAS",HS4,0409,,yes,103,Miel,clean,high,keyword 'MIEL' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3050
